"subDirectory_filePath","valence","arousal","eeg"
"08_01_cjy/1.png","-0.3","0.9","08_01_eeg/1.npy"
"08_01_cjy/2.png","-0.3","0.9","08_01_eeg/2.npy"
"08_01_cjy/3.png","-0.3","0.9","08_01_eeg/3.npy"
"08_01_cjy/4.png","-0.3","0.9","08_01_eeg/4.npy"
"08_01_cjy/5.png","-0.3","0.9","08_01_eeg/5.npy"
"08_01_cjy/6.png","-0.3","0.9","08_01_eeg/6.npy"
"08_01_cjy/7.png","-0.3","0.9","08_01_eeg/7.npy"
"08_01_cjy/8.png","-0.3","0.9","08_01_eeg/8.npy"
"08_01_cjy/9.png","-0.3","0.9","08_01_eeg/9.npy"
"08_01_cjy/10.png","-0.3","0.9","08_01_eeg/10.npy"
"08_01_cjy/11.png","-0.3","0.9","08_01_eeg/11.npy"
"08_01_cjy/12.png","-0.3","0.9","08_01_eeg/12.npy"
"08_01_cjy/13.png","-0.3","0.9","08_01_eeg/14.npy"
"08_01_cjy/14.png","-0.3","0.9","08_01_eeg/13.npy"
"08_01_cjy/15.png","-0.3","0.9","08_01_eeg/16.npy"
"08_01_cjy/16.png","-0.3","0.9","08_01_eeg/15.npy"
"08_01_cjy/17.png","-0.3","0.9","08_01_eeg/17.npy"
"08_01_cjy/18.png","-0.3","0.9","08_01_eeg/18.npy"
"08_01_cjy/19.png","-0.3","0.9","08_01_eeg/19.npy"
"08_01_cjy/20.png","-0.3","0.9","08_01_eeg/21.npy"
"08_01_cjy/21.png","-0.3","0.9","08_01_eeg/20.npy"
"08_01_cjy/22.png","-0.3","0.9","08_01_eeg/22.npy"
"08_01_cjy/23.png","-0.3","0.9","08_01_eeg/24.npy"
"08_01_cjy/24.png","-0.3","0.9","08_01_eeg/23.npy"
"08_01_cjy/25.png","-0.3","0.9","08_01_eeg/25.npy"
"08_01_cjy/26.png","-0.3","0.9","08_01_eeg/26.npy"
"08_01_cjy/27.png","-0.3","0.9","08_01_eeg/27.npy"
"08_01_cjy/28.png","-0.3","0.9","08_01_eeg/29.npy"
"08_01_cjy/29.png","-0.3","0.9","08_01_eeg/28.npy"
"08_01_cjy/30.png","-0.3","0.9","08_01_eeg/31.npy"
"08_01_cjy/31.png","-0.3","0.9","08_01_eeg/30.npy"
"08_01_cjy/32.png","-0.3","0.9","08_01_eeg/32.npy"
"08_01_cjy/33.png","-0.3","0.9","08_01_eeg/34.npy"
"08_01_cjy/34.png","-0.3","0.9","08_01_eeg/33.npy"
"08_01_cjy/35.png","-0.3","0.9","08_01_eeg/35.npy"
"08_01_cjy/36.png","-0.3","0.9","08_01_eeg/36.npy"
"08_01_cjy/37.png","-0.3","0.9","08_01_eeg/37.npy"
"08_01_cjy/38.png","-0.3","0.9","08_01_eeg/38.npy"
"08_01_cjy/39.png","-0.3","0.9","08_01_eeg/39.npy"
"08_01_cjy/40.png","-0.3","0.9","08_01_eeg/40.npy"
"08_01_cjy/41.png","-0.3","0.9","08_01_eeg/41.npy"
"08_01_cjy/42.png","-0.3","0.9","08_01_eeg/42.npy"
"08_01_cjy/43.png","-0.3","0.9","08_01_eeg/43.npy"
"08_01_cjy/44.png","-0.3","0.9","08_01_eeg/45.npy"
"08_01_cjy/45.png","-0.3","0.9","08_01_eeg/44.npy"
"08_01_cjy/46.png","-0.3","0.9","08_01_eeg/46.npy"
"08_01_cjy/47.png","-0.3","0.9","08_01_eeg/47.npy"
"08_01_cjy/48.png","-0.3","0.9","08_01_eeg/48.npy"
"08_01_cjy/49.png","-0.3","0.9","08_01_eeg/50.npy"
"08_01_cjy/50.png","-0.3","0.9","08_01_eeg/49.npy"
"08_01_cjy/51.png","-0.3","0.9","08_01_eeg/51.npy"
"08_01_cjy/52.png","-0.3","0.9","08_01_eeg/52.npy"
"08_01_cjy/53.png","-0.3","0.9","08_01_eeg/54.npy"
"08_01_cjy/54.png","-0.3","0.9","08_01_eeg/53.npy"
"08_01_cjy/55.png","-0.3","0.9","08_01_eeg/55.npy"
"08_01_cjy/56.png","-0.3","0.9","08_01_eeg/56.npy"
"08_01_cjy/57.png","-0.3","0.9","08_01_eeg/57.npy"
"08_01_cjy/58.png","-0.3","0.9","08_01_eeg/58.npy"
"08_01_cjy/59.png","-0.3","0.9","08_01_eeg/59.npy"
"08_01_cjy/60.png","-0.3","0.9","08_01_eeg/60.npy"
"08_01_cjy/61.png","-0.3","0.9","08_01_eeg/62.npy"
"08_01_cjy/62.png","-0.3","0.9","08_01_eeg/61.npy"
"08_01_cjy/63.png","-0.3","0.9","08_01_eeg/63.npy"
"08_01_cjy/64.png","-0.3","0.9","08_01_eeg/64.npy"
"08_01_cjy/65.png","-0.3","0.9","08_01_eeg/65.npy"
"08_01_cjy/66.png","-0.3","0.9","08_01_eeg/67.npy"
"08_01_cjy/67.png","-0.3","0.9","08_01_eeg/66.npy"
"08_01_cjy/68.png","-0.3","0.9","08_01_eeg/68.npy"
"08_01_cjy/69.png","-0.3","0.9","08_01_eeg/69.npy"
"08_01_cjy/70.png","-0.3","0.9","08_01_eeg/70.npy"
"08_01_cjy/71.png","-0.3","0.9","08_01_eeg/71.npy"
"08_01_cjy/72.png","-0.3","0.9","08_01_eeg/73.npy"
"08_01_cjy/73.png","-0.3","0.9","08_01_eeg/72.npy"
"08_01_cjy/74.png","-0.3","0.9","08_01_eeg/74.npy"
"08_01_cjy/75.png","-0.3","0.9","08_01_eeg/75.npy"
"08_01_cjy/76.png","-0.3","0.9","08_01_eeg/76.npy"
"08_01_cjy/77.png","-0.3","0.9","08_01_eeg/77.npy"
"08_01_cjy/78.png","-0.3","0.9","08_01_eeg/78.npy"
"08_01_cjy/79.png","-0.3","0.9","08_01_eeg/79.npy"
"08_01_cjy/80.png","-0.3","0.9","08_01_eeg/80.npy"
"08_01_cjy/81.png","-0.3","0.9","08_01_eeg/81.npy"
"08_01_cjy/82.png","-0.3","0.9","08_01_eeg/82.npy"
"08_01_cjy/83.png","-0.3","0.9","08_01_eeg/83.npy"
"08_01_cjy/84.png","-0.3","0.9","08_01_eeg/84.npy"
"08_01_cjy/85.png","-0.3","0.9","08_01_eeg/86.npy"
"08_01_cjy/86.png","-0.3","0.9","08_01_eeg/85.npy"
"08_01_cjy/87.png","-0.3","0.9","08_01_eeg/87.npy"
"08_01_cjy/88.png","-0.3","0.9","08_01_eeg/88.npy"
