"subDirectory_filePath","valence","arousal","eeg"
"07_01_jsh/1.png","-0.2","0.6","07_01_eeg/1.npy"
"07_01_jsh/2.png","-0.2","0.6","07_01_eeg/2.npy"
"07_01_jsh/3.png","-0.2","0.6","07_01_eeg/3.npy"
"07_01_jsh/4.png","-0.2","0.6","07_01_eeg/4.npy"
"07_01_jsh/5.png","-0.2","0.6","07_01_eeg/5.npy"
"07_01_jsh/6.png","-0.2","0.6","07_01_eeg/7.npy"
"07_01_jsh/7.png","-0.2","0.6","07_01_eeg/6.npy"
"07_01_jsh/8.png","-0.2","0.6","07_01_eeg/8.npy"
"07_01_jsh/9.png","-0.2","0.6","07_01_eeg/9.npy"
"07_01_jsh/10.png","-0.2","0.6","07_01_eeg/10.npy"
"07_01_jsh/11.png","-0.2","0.6","07_01_eeg/11.npy"
"07_01_jsh/12.png","-0.2","0.6","07_01_eeg/12.npy"
"07_01_jsh/13.png","-0.2","0.6","07_01_eeg/14.npy"
"07_01_jsh/14.png","-0.2","0.6","07_01_eeg/13.npy"
"07_01_jsh/15.png","-0.2","0.6","07_01_eeg/16.npy"
"07_01_jsh/16.png","-0.2","0.6","07_01_eeg/15.npy"
"07_01_jsh/17.png","-0.2","0.6","07_01_eeg/17.npy"
"07_01_jsh/18.png","-0.2","0.6","07_01_eeg/19.npy"
"07_01_jsh/19.png","-0.2","0.6","07_01_eeg/18.npy"
"07_01_jsh/20.png","-0.2","0.6","07_01_eeg/21.npy"
"07_01_jsh/21.png","-0.2","0.6","07_01_eeg/20.npy"
"07_01_jsh/22.png","-0.2","0.6","07_01_eeg/22.npy"
"07_01_jsh/23.png","-0.2","0.6","07_01_eeg/23.npy"
"07_01_jsh/24.png","-0.2","0.6","07_01_eeg/24.npy"
"07_01_jsh/25.png","-0.2","0.6","07_01_eeg/25.npy"
"07_01_jsh/26.png","-0.2","0.6","07_01_eeg/26.npy"
"07_01_jsh/27.png","-0.2","0.6","07_01_eeg/27.npy"
"07_01_jsh/28.png","-0.2","0.6","07_01_eeg/28.npy"
"07_01_jsh/29.png","-0.2","0.6","07_01_eeg/29.npy"
"07_01_jsh/30.png","-0.2","0.6","07_01_eeg/30.npy"
"07_01_jsh/31.png","-0.2","0.6","07_01_eeg/31.npy"
"07_01_jsh/32.png","-0.2","0.6","07_01_eeg/33.npy"
"07_01_jsh/33.png","-0.2","0.6","07_01_eeg/32.npy"
"07_01_jsh/34.png","-0.2","0.6","07_01_eeg/35.npy"
"07_01_jsh/35.png","-0.2","0.6","07_01_eeg/34.npy"
"07_01_jsh/36.png","-0.2","0.6","07_01_eeg/36.npy"
"07_01_jsh/37.png","-0.2","0.6","07_01_eeg/37.npy"
"07_01_jsh/38.png","-0.2","0.6","07_01_eeg/38.npy"
"07_01_jsh/39.png","-0.2","0.6","07_01_eeg/39.npy"
"07_01_jsh/40.png","-0.2","0.6","07_01_eeg/40.npy"
"07_01_jsh/41.png","-0.2","0.6","07_01_eeg/41.npy"
"07_01_jsh/42.png","-0.2","0.6","07_01_eeg/42.npy"
"07_01_jsh/43.png","-0.2","0.6","07_01_eeg/43.npy"
"07_01_jsh/44.png","-0.2","0.6","07_01_eeg/44.npy"
"07_01_jsh/45.png","-0.2","0.6","07_01_eeg/45.npy"
"07_01_jsh/46.png","-0.2","0.6","07_01_eeg/46.npy"
"07_01_jsh/47.png","-0.2","0.6","07_01_eeg/47.npy"
"07_01_jsh/48.png","-0.2","0.6","07_01_eeg/48.npy"
"07_01_jsh/49.png","-0.2","0.6","07_01_eeg/49.npy"
"07_01_jsh/50.png","-0.2","0.6","07_01_eeg/50.npy"
"07_01_jsh/51.png","-0.2","0.6","07_01_eeg/51.npy"
"07_01_jsh/52.png","-0.2","0.6","07_01_eeg/52.npy"
"07_01_jsh/53.png","-0.2","0.6","07_01_eeg/54.npy"
"07_01_jsh/54.png","-0.2","0.6","07_01_eeg/53.npy"
"07_01_jsh/55.png","-0.2","0.6","07_01_eeg/55.npy"
"07_01_jsh/56.png","-0.2","0.6","07_01_eeg/56.npy"
"07_01_jsh/57.png","-0.2","0.6","07_01_eeg/57.npy"
"07_01_jsh/58.png","-0.2","0.6","07_01_eeg/58.npy"
"07_01_jsh/59.png","-0.2","0.6","07_01_eeg/59.npy"
"07_01_jsh/60.png","-0.2","0.6","07_01_eeg/60.npy"
"07_01_jsh/61.png","-0.2","0.6","07_01_eeg/62.npy"
"07_01_jsh/62.png","-0.2","0.6","07_01_eeg/61.npy"
"07_01_jsh/63.png","-0.2","0.6","07_01_eeg/63.npy"
"07_01_jsh/64.png","-0.2","0.6","07_01_eeg/64.npy"
"07_01_jsh/65.png","-0.2","0.6","07_01_eeg/65.npy"
"07_01_jsh/66.png","-0.2","0.6","07_01_eeg/66.npy"
"07_01_jsh/67.png","-0.2","0.6","07_01_eeg/67.npy"
"07_01_jsh/68.png","-0.2","0.6","07_01_eeg/68.npy"
"07_01_jsh/69.png","-0.2","0.6","07_01_eeg/69.npy"
"07_01_jsh/70.png","-0.2","0.6","07_01_eeg/70.npy"
"07_01_jsh/71.png","-0.2","0.6","07_01_eeg/71.npy"
"07_01_jsh/72.png","-0.2","0.6","07_01_eeg/72.npy"
"07_01_jsh/73.png","-0.2","0.6","07_01_eeg/73.npy"
"07_01_jsh/74.png","-0.2","0.6","07_01_eeg/75.npy"
"07_01_jsh/75.png","-0.2","0.6","07_01_eeg/74.npy"
"07_01_jsh/76.png","-0.2","0.6","07_01_eeg/76.npy"
"07_01_jsh/77.png","-0.2","0.6","07_01_eeg/77.npy"
"07_01_jsh/78.png","-0.2","0.6","07_01_eeg/78.npy"
"07_01_jsh/79.png","-0.2","0.6","07_01_eeg/79.npy"
"07_01_jsh/80.png","-0.2","0.6","07_01_eeg/80.npy"
"07_01_jsh/81.png","-0.2","0.6","07_01_eeg/81.npy"
"07_01_jsh/82.png","-0.2","0.6","07_01_eeg/83.npy"
"07_01_jsh/83.png","-0.2","0.6","07_01_eeg/82.npy"
"07_01_jsh/84.png","-0.2","0.6","07_01_eeg/84.npy"
"07_01_jsh/85.png","-0.2","0.6","07_01_eeg/86.npy"
"07_01_jsh/86.png","-0.2","0.6","07_01_eeg/85.npy"
"07_01_jsh/87.png","-0.2","0.6","07_01_eeg/87.npy"
"07_01_jsh/88.png","-0.2","0.6","07_01_eeg/88.npy"
"07_01_jsh/89.png","-0.2","0.6","07_01_eeg/89.npy"
"07_01_jsh/90.png","-0.2","0.6","07_01_eeg/91.npy"
"07_01_jsh/91.png","-0.2","0.6","07_01_eeg/90.npy"
"07_01_jsh/92.png","-0.2","0.6","07_01_eeg/92.npy"
"07_01_jsh/93.png","-0.2","0.6","07_01_eeg/93.npy"
"07_01_jsh/94.png","-0.2","0.6","07_01_eeg/95.npy"
